address,nearest_mrt,nearest_distance_to_mrt
254 CHOA CHU KANG AVE 2,south view,0.279
279 CHOA CHU KANG AVE 3,south view,0.211
438 CHOA CHU KANG AVE 4,choa chu kang,0.515
307 CHOA CHU KANG AVE 4,choa chu kang,0.186
751 CHOA CHU KANG NTH 5,yew tee,0.566
752 CHOA CHU KANG NTH 5,yew tee,0.585
46 CIRCUIT RD,mattar,0.321
760 CHOA CHU KANG NTH 5,yew tee,0.501
507 CHOA CHU KANG ST 51,choa chu kang,0.539
512 CHOA CHU KANG ST 51,choa chu kang,0.596
550 CHOA CHU KANG ST 52,yew tee,0.654
568 CHOA CHU KANG ST 52,yew tee,0.242
569 CHOA CHU KANG ST 52,yew tee,0.198
704 CHOA CHU KANG ST 53,choa chu kang,0.585
117 TECK WHYE LANE,keat hong,0.27
123 TECK WHYE LANE,keat hong,0.08
124 TECK WHYE LANE,keat hong,0.179
142 TECK WHYE LANE,keat hong,0.404
421 CHOA CHU KANG AVE 4,south view,0.531
617 CHOA CHU KANG NTH 7,yew tee,0.347
619 CHOA CHU KANG NTH 7,yew tee,0.303
509 CHOA CHU KANG ST 51,choa chu kang,0.408
518 CHOA CHU KANG ST 51,choa chu kang,0.634
563 CHOA CHU KANG ST 52,yew tee,0.279
609 CHOA CHU KANG ST 62,yew tee,0.357
7 TECK WHYE AVE,phoenix,0.5
204 CHOA CHU KANG AVE 1,keat hong,0.212
273 CHOA CHU KANG AVE 2,south view,0.273
420 CHOA CHU KANG AVE 4,south view,0.454
329 CLEMENTI AVE 2,clementi,0.33
754 CHOA CHU KANG NTH 5,yew tee,0.589
756 CHOA CHU KANG NTH 5,yew tee,0.593
757 CHOA CHU KANG NTH 5,yew tee,0.547
558 CHOA CHU KANG NTH 6,yew tee,0.373
523 CHOA CHU KANG ST 51,choa chu kang,0.793
605 CHOA CHU KANG ST 62,yew tee,0.433
606 CHOA CHU KANG ST 62,yew tee,0.411
133 TECK WHYE LANE,keat hong,0.339
287 CHOA CHU KANG AVE 2,south view,0.441
208 CHOA CHU KANG CTRL,keat hong,0.332
561 CHOA CHU KANG NTH 6,yew tee,0.303
601 CHOA CHU KANG ST 62,yew tee,0.286
604 CHOA CHU KANG ST 62,yew tee,0.317
610 CLEMENTI WEST ST 1,clementi,1.241
611 CLEMENTI WEST ST 1,dover,1.331
612 CLEMENTI WEST ST 1,clementi,1.353
335 CLEMENTI AVE 2,clementi,0.424
354 CLEMENTI AVE 2,clementi,0.654
429 CLEMENTI AVE 3,clementi,0.357
428 CLEMENTI AVE 3,clementi,0.36
432 CLEMENTI AVE 3,clementi,0.298
430 CLEMENTI AVE 3,clementi,0.357
450 CLEMENTI AVE 3,clementi,0.178
311 CLEMENTI AVE 4,clementi,0.471
320 CLEMENTI AVE 4,clementi,0.199
319 CLEMENTI AVE 4,clementi,0.256
310 CLEMENTI AVE 4,clementi,0.579
309 CLEMENTI AVE 4,clementi,0.659
305 CLEMENTI AVE 4,clementi,0.778
306 CLEMENTI AVE 4,clementi,0.707
304 CLEMENTI AVE 4,clementi,0.646
303 CLEMENTI AVE 4,clementi,0.692
375 CLEMENTI AVE 4,clementi,0.411
371 CLEMENTI AVE 4,clementi,0.694
323 CLEMENTI AVE 5,clementi,0.225
321 CLEMENTI AVE 5,clementi,0.204
325 CLEMENTI AVE 5,clementi,0.181
341 CLEMENTI AVE 5,clementi,0.622
339 CLEMENTI AVE 5,clementi,0.67
602 CLEMENTI WEST ST 1,clementi,1.12
714 CLEMENTI WEST ST 2,clementi,1.264
729 CLEMENTI WEST ST 2,clementi,1.148
706 CLEMENTI WEST ST 2,clementi,0.981
710 CLEMENTI WEST ST 2,clementi,1.063
715 CLEMENTI WEST ST 2,clementi,1.378
510 WEST COAST DR,clementi,0.682
518 WEST COAST RD,clementi,1.035
118 CLEMENTI ST 13,clementi,1.32
330 CLEMENTI AVE 2,clementi,0.326
333 CLEMENTI AVE 2,clementi,0.257
351 CLEMENTI AVE 2,clementi,0.631
435 CLEMENTI AVE 3,clementi,0.302
315 CLEMENTI AVE 4,clementi,0.374
346 CLEMENTI AVE 5,clementi,0.581
348 CLEMENTI AVE 5,clementi,0.661
204 CLEMENTI AVE 6,clementi,0.688
205 CLEMENTI AVE 6,clementi,0.729
601 CLEMENTI WEST ST 1,clementi,1.15
607 CLEMENTI WEST ST 1,clementi,1.246
609 CLEMENTI WEST ST 1,clementi,1.226
712 CLEMENTI WEST ST 2,clementi,1.187
716 CLEMENTI WEST ST 2,clementi,1.438
338 CLEMENTI AVE 2,clementi,0.5
605 CLEMENTI WEST ST 1,clementi,1.127
355 CLEMENTI AVE 2,clementi,0.492
111 CLEMENTI ST 13,clementi,1.116
66 CIRCUIT RD,macpherson,0.306
2 GEYLANG SERAI,paya lebar,0.596
98 ALJUNIED CRES,aljunied,0.582
87 CIRCUIT RD,mattar,0.482
85 CIRCUIT RD,mattar,0.546
17 EUNOS CRES,eunos,0.42
19 EUNOS CRES,eunos,0.5
20 EUNOS CRES,eunos,0.542
21 EUNOS CRES,eunos,0.584
9 HAIG RD,paya lebar,0.528
91 PAYA LEBAR WAY,macpherson,0.555
41 SIMS DR,geylang bahru,0.66
52 SIMS PL,aljunied,0.281
58 DAKOTA CRES,dakota,0.143
124 GEYLANG EAST AVE 1,aljunied,0.472
102 ALJUNIED CRES,aljunied,0.449
111 ALJUNIED CRES,aljunied,0.465
101 ALJUNIED CRES,aljunied,0.502
106 ALJUNIED CRES,aljunied,0.292
108 ALJUNIED CRES,aljunied,0.406
22 HAIG RD,paya lebar,0.537
12 PINE CL,mountbatten,0.255
316 UBI AVE 1,ubi,0.385
24 BALAM RD,macpherson,0.558
32 BALAM RD,mattar,0.5
59 CIRCUIT RD,macpherson,0.414
61 CIRCUIT RD,macpherson,0.373
48 CIRCUIT RD,mattar,0.313
40 CIRCUIT RD,mattar,0.347
43 CIRCUIT RD,mattar,0.259
83 MACPHERSON LANE,tai seng,0.511
44 SIMS DR,aljunied,0.67
33 BALAM RD,mattar,0.462
125 GEYLANG EAST AVE 1,aljunied,0.402
126 GEYLANG EAST AVE 1,aljunied,0.486
338 UBI AVE 1,ubi,0.531
341 UBI AVE 1,ubi,0.446
314 UBI AVE 1,ubi,0.496
319 UBI AVE 1,ubi,0.521
351 UBI AVE 1,ubi,0.526
104 ALJUNIED CRES,aljunied,0.406
31 BALAM RD,mattar,0.394
10 EUNOS CRES,eunos,0.284
5 HAIG RD,paya lebar,0.729
324 UBI AVE 1,ubi,0.584
327 UBI AVE 1,ubi,0.631
344 UBI AVE 1,ubi,0.406
315 UBI AVE 1,ubi,0.449
322 UBI AVE 1,ubi,0.664
125 ALJUNIED RD,mattar,0.434
126 ALJUNIED RD,mattar,0.383
41 CIRCUIT RD,mattar,0.338
123 GEYLANG EAST CTRL,aljunied,0.341
330 UBI AVE 1,ubi,0.66
411 EUNOS RD 5,eunos,0.416
15 EUNOS CRES,eunos,0.454
51 SIMS DR,aljunied,0.446
132 GEYLANG EAST AVE 1,aljunied,0.337
2 HOUGANG AVE 3,hougang,0.911
631 HOUGANG AVE 8,hougang,1.209
623 HOUGANG AVE 8,hougang,1.121
620 HOUGANG AVE 8,hougang,0.944
619 HOUGANG AVE 8,hougang,0.978
644 HOUGANG AVE 8,hougang,1.236
661 HOUGANG AVE 4,hougang,1.107
667 HOUGANG AVE 4,hougang,0.988
303 HOUGANG AVE 5,hougang,0.451
669 HOUGANG AVE 8,hougang,0.949
119 HOUGANG AVE 1,kovan,0.748
116 HOUGANG AVE 1,kovan,0.837
113 HOUGANG AVE 1,kovan,0.839
114 HOUGANG AVE 1,kovan,0.918
415 HOUGANG AVE 10,hougang,0.632
247 HOUGANG AVE 3,kovan,0.727
311 HOUGANG AVE 5,hougang,0.683
307 HOUGANG AVE 5,hougang,0.592
322 HOUGANG AVE 5,hougang,0.692
328 HOUGANG AVE 5,hougang,0.567
511 HOUGANG AVE 10,hougang,0.415
626 HOUGANG AVE 8,kovan,1.117
230 HOUGANG AVE 1,kovan,0.391
234 HOUGANG AVE 1,kovan,0.469
450 HOUGANG AVE 10,buangkok,0.481
456 HOUGANG AVE 10,buangkok,0.682
606 HOUGANG AVE 4,hougang,0.719
603 HOUGANG AVE 4,hougang,0.727
602 HOUGANG AVE 4,hougang,0.607
326 HOUGANG AVE 7,hougang,0.773
613 HOUGANG AVE 8,hougang,0.867
506 HOUGANG AVE 8,hougang,0.554
676 HOUGANG AVE 8,hougang,0.907
637 HOUGANG AVE 8,kovan,1.361
435 HOUGANG AVE 8,buangkok,0.596
438 HOUGANG AVE 8,buangkok,0.537
439 HOUGANG AVE 8,buangkok,0.476
544 HOUGANG AVE 8,buangkok,0.51
553 HOUGANG ST 51,buangkok,0.516
547 HOUGANG ST 51,buangkok,0.408
550 HOUGANG ST 51,buangkok,0.589
551 HOUGANG ST 51,buangkok,0.555
536 HOUGANG ST 52,hougang,0.729
686 HOUGANG ST 61,hougang,0.919
134 LOR AH SOO,kovan,1.092
133 LOR AH SOO,kovan,1.083
402 HOUGANG AVE 10,hougang,0.594
413 HOUGANG AVE 10,hougang,0.514
411 HOUGANG AVE 10,hougang,0.451
405 HOUGANG AVE 10,hougang,0.547
709 HOUGANG AVE 2,hougang,0.671
711 HOUGANG AVE 2,kovan,0.748
17 HOUGANG AVE 3,kovan,0.75
18 HOUGANG AVE 3,kovan,0.835
22 HOUGANG AVE 3,kovan,0.754
24 HOUGANG AVE 3,hougang,0.644
248 HOUGANG AVE 3,kovan,0.841
321 HOUGANG AVE 5,hougang,0.804
336 HOUGANG AVE 7,hougang,0.7
339 HOUGANG AVE 7,hougang,0.703
156 HOUGANG ST 11,serangoon,0.739
242 HOUGANG ST 22,kovan,0.848
243 HOUGANG ST 22,kovan,0.79
512 HOUGANG AVE 10,hougang,0.418
513 HOUGANG AVE 10,hougang,0.314
607 HOUGANG AVE 4,hougang,0.701
526 HOUGANG AVE 6,hougang,0.401
618 HOUGANG AVE 8,hougang,0.937
612 HOUGANG AVE 8,hougang,0.812
507 HOUGANG AVE 8,hougang,0.544
673 HOUGANG AVE 8,hougang,0.85
675 HOUGANG AVE 8,hougang,0.894
680 HOUGANG AVE 8,hougang,0.788
678 HOUGANG AVE 8,hougang,0.907
503 HOUGANG AVE 8,hougang,0.598
648 HOUGANG AVE 8,hougang,1.402
685 HOUGANG ST 61,hougang,0.822
687 HOUGANG ST 61,hougang,0.98
697 HOUGANG ST 61,hougang,0.721
408 HOUGANG AVE 10,hougang,0.403
249 HOUGANG AVE 3,kovan,0.763
320 HOUGANG AVE 5,hougang,0.84
363 HOUGANG AVE 5,hougang,0.472
423 HOUGANG AVE 6,hougang,0.357
325 HOUGANG AVE 7,hougang,0.832
351 HOUGANG AVE 7,hougang,0.738
616 HOUGANG AVE 8,kovan,0.983
610 HOUGANG AVE 8,hougang,0.814
630 HOUGANG AVE 8,kovan,1.209
649 HOUGANG AVE 8,hougang,1.323
541 HOUGANG AVE 8,buangkok,0.635
468 HOUGANG AVE 8,hougang,0.602
103 HOUGANG AVE 1,kovan,0.802
306 HOUGANG AVE 5,hougang,0.572
302 HOUGANG AVE 5,hougang,0.394
238 HOUGANG AVE 1,kovan,0.55
621 HOUGANG AVE 8,hougang,1.033
449 HOUGANG AVE 10,buangkok,0.508
712 HOUGANG AVE 2,kovan,0.685
427 HOUGANG AVE 6,hougang,0.362
615 HOUGANG AVE 8,hougang,0.879
628 HOUGANG AVE 8,kovan,1.16
633 HOUGANG AVE 8,kovan,1.249
833 HOUGANG CTRL,hougang,0.305
834 HOUGANG CTRL,hougang,0.321
221 HOUGANG ST 21,kovan,0.427
34 TEBAN GDNS RD,jurong east,1.477
35 TEBAN GDNS RD,jurong east,1.513
36 TEBAN GDNS RD,jurong east,1.466
313 JURONG EAST ST 32,chinese garden,0.54
115 JURONG EAST ST 13,chinese garden,0.431
101 JURONG EAST ST 13,jurong east,0.579
102 JURONG EAST ST 13,jurong east,0.558
232 JURONG EAST ST 21,jurong east,0.76
210 JURONG EAST ST 21,jurong east,0.761
214 JURONG EAST ST 21,jurong east,0.774
205 JURONG EAST ST 21,jurong east,0.495
207 JURONG EAST ST 21,jurong east,0.527
211 JURONG EAST ST 21,jurong east,0.652
247 JURONG EAST ST 24,chinese garden,0.714
249 JURONG EAST ST 24,chinese garden,0.741
244 JURONG EAST ST 24,jurong east,1.049
243 JURONG EAST ST 24,jurong east,0.997
241 JURONG EAST ST 24,jurong east,0.929
245 JURONG EAST ST 24,jurong east,0.95
261 JURONG EAST ST 24,chinese garden,0.9
264 JURONG EAST ST 24,chinese garden,1.02
303 JURONG EAST ST 32,chinese garden,0.437
306 JURONG EAST ST 32,chinese garden,0.508
43 TEBAN GDNS RD,jurong east,1.347
339 JURONG EAST AVE 1,chinese garden,0.807
307 JURONG EAST ST 32,chinese garden,0.527
113 JURONG EAST ST 13,chinese garden,0.465
208 JURONG EAST ST 21,jurong east,0.589
209 JURONG EAST ST 21,jurong east,0.574
222 JURONG EAST ST 21,chinese garden,0.39
217 JURONG EAST ST 21,chinese garden,0.661
219 JURONG EAST ST 21,chinese garden,0.628
248 JURONG EAST ST 24,chinese garden,0.834
257 JURONG EAST ST 24,chinese garden,0.713
402 PANDAN GDNS,jurong east,1.596
31 TEBAN GDNS RD,jurong east,1.475
44 TEBAN GDNS RD,jurong east,1.381
109 JURONG EAST ST 13,chinese garden,0.577
230 JURONG EAST ST 21,chinese garden,0.551
226 JURONG EAST ST 21,chinese garden,0.376
227 JURONG EAST ST 21,chinese garden,0.393
213 JURONG EAST ST 21,jurong east,0.711
212 JURONG EAST ST 21,jurong east,0.693
234 JURONG EAST ST 21,jurong east,0.757
220 JURONG EAST ST 21,chinese garden,0.56
328 JURONG EAST ST 31,chinese garden,0.844
314 JURONG EAST ST 32,chinese garden,0.484
776 YISHUN AVE 2,khatib,0.585
413 PANDAN GDNS,jurong east,1.642
407 PANDAN GDNS,jurong east,1.736
327 JURONG EAST ST 31,chinese garden,0.845
322A JURONG EAST ST 31,chinese garden,0.718
185 BOON LAY AVE,boon lay,1.013
186 BOON LAY AVE,boon lay,0.965
207 BOON LAY PL,lakeside,0.86
208 BOON LAY PL,lakeside,0.808
209 BOON LAY PL,lakeside,0.687
211 BOON LAY PL,lakeside,0.881
214 BOON LAY PL,lakeside,1.109
119 HO CHING RD,lakeside,1.081
120 HO CHING RD,lakeside,1.051
423 JURONG WEST AVE 1,lakeside,0.888
425 JURONG WEST AVE 1,lakeside,0.829
487 JURONG WEST AVE 1,lakeside,0.858
459 JURONG WEST ST 41,lakeside,0.675
476 JURONG WEST ST 41,lakeside,0.526
477 JURONG WEST ST 41,lakeside,0.599
454 JURONG WEST ST 42,lakeside,0.83
520 JURONG WEST ST 52,lakeside,0.398
516 JURONG WEST ST 52,lakeside,0.145
514 JURONG WEST ST 52,lakeside,0.296
917 JURONG WEST ST 91,pioneer,1.096
929 JURONG WEST ST 92,pioneer,0.985
484 JURONG WEST AVE 1,lakeside,0.745
491 JURONG WEST AVE 1,lakeside,0.841
481 JURONG WEST ST 41,lakeside,0.556
480 JURONG WEST ST 41,lakeside,0.448
473 JURONG WEST ST 41,lakeside,0.546
527 JURONG WEST ST 52,lakeside,0.645
498 JURONG WEST ST 41,lakeside,0.587
216 BOON LAY AVE,lakeside,1.193
217 BOON LAY AVE,lakeside,1.248
263 BOON LAY DR,boon lay,0.728
264 BOON LAY DR,boon lay,0.836
539 JURONG WEST AVE 1,lakeside,0.896
431 JURONG WEST AVE 1,lakeside,0.984
721 JURONG WEST AVE 5,pioneer,0.713
729 JURONG WEST AVE 5,pioneer,0.983
474 JURONG WEST ST 41,lakeside,0.558
448 JURONG WEST ST 42,lakeside,0.947
554 JURONG WEST ST 42,lakeside,1.055
450 JURONG WEST ST 42,lakeside,0.905
716 JURONG WEST ST 71,pioneer,0.722
706 JURONG WEST ST 71,pioneer,0.52
731 JURONG WEST ST 72,pioneer,0.893
749 JURONG WEST ST 73,pioneer,1.168
751 JURONG WEST ST 73,pioneer,1.134
734 JURONG WEST ST 73,pioneer,0.932
739 JURONG WEST ST 73,pioneer,0.999
757 JURONG WEST ST 74,boon lay,1.365
735 JURONG WEST ST 75,boon lay,1.001
738 JURONG WEST ST 75,pioneer,1.019
813 JURONG WEST ST 81,pioneer,0.948
825 JURONG WEST ST 81,pioneer,1.059
850 JURONG WEST ST 81,pioneer,1.151
852 JURONG WEST ST 81,pioneer,1.205
865 JURONG WEST ST 81,pioneer,1.376
854 JURONG WEST ST 81,pioneer,1.09
858 JURONG WEST ST 81,pioneer,1.197
948 JURONG WEST ST 91,pioneer,1.037
945 JURONG WEST ST 91,pioneer,1.089
913 JURONG WEST ST 91,pioneer,1.184
952 JURONG WEST ST 91,pioneer,0.855
940 JURONG WEST ST 91,pioneer,1.134
921 JURONG WEST ST 92,pioneer,0.961
961 JURONG WEST ST 92,pioneer,0.714
359 YUNG AN RD,lakeside,0.866
466 JURONG WEST ST 41,lakeside,0.65
531 JURONG WEST ST 52,lakeside,0.822
535 JURONG WEST ST 52,lakeside,0.722
941 JURONG WEST ST 91,pioneer,1.178
949 JURONG WEST ST 91,pioneer,0.895
420 JURONG WEST ST 42,lakeside,0.986
728 JURONG WEST AVE 5,pioneer,0.947
467 JURONG WEST ST 41,lakeside,0.608
707 JURONG WEST ST 71,pioneer,0.598
732 JURONG WEST ST 73,pioneer,0.952
733 JURONG WEST ST 73,pioneer,0.916
756 JURONG WEST ST 74,boon lay,1.332
758 JURONG WEST ST 74,boon lay,1.433
736 JURONG WEST ST 75,boon lay,0.968
826 JURONG WEST ST 81,pioneer,0.994
816 JURONG WEST ST 81,pioneer,0.865
811 JURONG WEST ST 81,pioneer,0.977
863 JURONG WEST ST 81,pioneer,1.318
866 JURONG WEST ST 81,pioneer,1.459
857 JURONG WEST ST 81,pioneer,1.163
934 JURONG WEST ST 91,pioneer,1.085
923 JURONG WEST ST 92,pioneer,0.864
361 YUNG AN RD,lakeside,0.943
427 JURONG WEST AVE 1,lakeside,0.939
552 JURONG WEST ST 42,lakeside,1.009
401 JURONG WEST ST 42,lakeside,1.021
705 JURONG WEST ST 71,pioneer,0.449
836 JURONG WEST ST 81,pioneer,0.706
848 JURONG WEST ST 81,pioneer,1.078
547 JURONG WEST ST 42,lakeside,1.179
200 BOON LAY DR,lakeside,0.708
752 JURONG WEST ST 74,pioneer,1.239
828 JURONG WEST ST 81,pioneer,0.963
860 JURONG WEST ST 81,pioneer,1.254
861 JURONG WEST ST 81,pioneer,1.332
862 JURONG WEST ST 81,pioneer,1.398
918 JURONG WEST ST 91,pioneer,1.176
548 JURONG WEST ST 42,lakeside,1.177
549 JURONG WEST ST 42,lakeside,1.105
910 JURONG WEST ST 91,pioneer,1.323
9 JLN BATU,mountbatten,0.378
1 BEACH RD,esplanade,0.144
24 BENDEMEER RD,boon keng,0.115
45 BENDEMEER RD,boon keng,0.61
462 CRAWFORD LANE,lavender,0.377
68 GEYLANG BAHRU,geylang bahru,0.212
63 KALLANG BAHRU,geylang bahru,0.369
76 LOR LIMAU,boon keng,1.032
77 LOR LIMAU,boon keng,0.988
3 ST. GEORGE'S RD,boon keng,0.365
12 UPP BOON KENG RD,kallang,0.339
8 UPP BOON KENG RD,kallang,0.197
82 WHAMPOA DR,boon keng,0.758
34 WHAMPOA WEST,boon keng,0.236
96 GEYLANG BAHRU,geylang bahru,0.265
10 GLOUCESTER RD,farrer park,0.264
14 ST. GEORGE'S RD,boon keng,0.489
20 ST. GEORGE'S RD,boon keng,0.618
32 JLN BAHAGIA,boon keng,0.849
15 BEACH RD,esplanade,0.245
101 WHAMPOA DR,boon keng,0.87
100 WHAMPOA DR,boon keng,0.819
113 LOR 3 GEYLANG,kallang,0.276
681 RACE COURSE RD,farrer park,0.284
103 TOWNER RD,boon keng,0.146
102 JLN RAJAH,toa payoh,0.663
53 KENT RD,farrer park,0.536
52 KENT RD,pasir panjang,0.497
51 KENT RD,farrer park,0.6
5 ST. GEORGE'S LANE,boon keng,0.476
101 AH HOOD RD,toa payoh,0.672
11 JLN BATU,mountbatten,0.501
807 KING GEORGE'S AVE,lavender,0.259
108 MCNAIR RD,boon keng,0.352
22 ST. GEORGE'S RD,boon keng,0.66
114 WHAMPOA RD,boon keng,0.814
103 JLN RAJAH,toa payoh,0.831
107 JLN RAJAH,toa payoh,0.988
461 CRAWFORD LANE,lavender,0.329
38 UPP BOON KENG RD,geylang bahru,0.464
6 MARINE TER,kembangan,1.959
4 MARINE TER,kembangan,1.851
57 MARINE TER,kembangan,1.665
8 MARINE TER,kembangan,1.887
45 MARINE CRES,kembangan,1.834
63 MARINE DR,eunos,2.047
76 MARINE DR,eunos,1.939
74 MARINE DR,eunos,1.842
19 MARINE TER,kembangan,1.851
18 MARINE TER,kembangan,1.988
72 MARINE DR,eunos,1.816
78 MARINE DR,eunos,2.107
14 MARINE TER,kembangan,1.972
613 ELIAS RD,pasir ris,0.891
614 ELIAS RD,pasir ris,0.904
615 ELIAS RD,pasir ris,0.92
634 PASIR RIS DR 1,pasir ris,1.083
639 PASIR RIS DR 1,pasir ris,1.12
629 PASIR RIS DR 3,pasir ris,1.174
633 PASIR RIS DR 3,pasir ris,1.104
626 PASIR RIS DR 3,pasir ris,1.196
627 PASIR RIS DR 3,pasir ris,1.213
631 PASIR RIS DR 3,pasir ris,1.207
478 PASIR RIS DR 4,pasir ris,1.087
481 PASIR RIS DR 4,pasir ris,1.076
487 PASIR RIS DR 4,pasir ris,1.274
458 PASIR RIS DR 4,pasir ris,1.165
461 PASIR RIS DR 4,pasir ris,1.081
234 PASIR RIS DR 4,pasir ris,1.395
419 PASIR RIS DR 6,pasir ris,0.631
472 PASIR RIS DR 6,pasir ris,0.896
409 PASIR RIS DR 6,pasir ris,0.549
476 PASIR RIS DR 6,pasir ris,1.035
477 PASIR RIS DR 6,pasir ris,1.011
414 PASIR RIS DR 6,pasir ris,0.766
417 PASIR RIS DR 6,pasir ris,0.696
453 PASIR RIS DR 6,pasir ris,0.912
126 PASIR RIS ST 11,tampines east,1.036
115 PASIR RIS ST 11,pasir ris,0.771
117 PASIR RIS ST 11,pasir ris,0.832
110 PASIR RIS ST 11,pasir ris,0.913
112 PASIR RIS ST 11,pasir ris,0.936
138 PASIR RIS ST 11,tampines east,0.975
107 PASIR RIS ST 12,pasir ris,1.103
190 PASIR RIS ST 12,tampines east,1.13
226 PASIR RIS ST 21,pasir ris,1.401
228 PASIR RIS ST 21,pasir ris,1.348
212 PASIR RIS ST 21,pasir ris,1.397
519 PASIR RIS ST 52,pasir ris,0.476
511 PASIR RIS ST 52,pasir ris,0.626
514 PASIR RIS ST 52,pasir ris,0.705
516 PASIR RIS ST 52,pasir ris,0.65
572 PASIR RIS ST 53,pasir ris,0.411
573 PASIR RIS ST 53,pasir ris,0.39
574 PASIR RIS ST 53,pasir ris,0.375
575 PASIR RIS ST 53,pasir ris,0.325
746 PASIR RIS ST 71,pasir ris,1.688
754 PASIR RIS ST 71,pasir ris,1.752
755 PASIR RIS ST 71,pasir ris,1.801
756 PASIR RIS ST 71,pasir ris,1.851
758 PASIR RIS ST 71,pasir ris,1.824
764 PASIR RIS ST 71,pasir ris,1.677
765 PASIR RIS ST 71,pasir ris,1.666
610 ELIAS RD,pasir ris,0.843
612 ELIAS RD,pasir ris,0.826
706 PASIR RIS DR 10,pasir ris,1.507
707 PASIR RIS DR 10,pasir ris,1.535
628 PASIR RIS DR 3,pasir ris,1.135
630 PASIR RIS DR 3,pasir ris,1.087
232 PASIR RIS DR 4,pasir ris,1.39
416 PASIR RIS DR 6,pasir ris,0.722
127 PASIR RIS ST 11,pasir ris,1.033
185 PASIR RIS ST 11,tampines east,1.212
143 PASIR RIS ST 11,tampines east,0.932
144 PASIR RIS ST 11,tampines east,0.954
146 PASIR RIS ST 11,tampines east,0.978
105 PASIR RIS ST 12,pasir ris,1.051
193 PASIR RIS ST 12,tampines east,1.217
149 PASIR RIS ST 13,tampines east,1.013
211 PASIR RIS ST 21,tampines east,1.422
551 PASIR RIS ST 51,pasir ris,0.761
555 PASIR RIS ST 51,pasir ris,0.631
521 PASIR RIS ST 52,pasir ris,0.55
576 PASIR RIS ST 53,pasir ris,0.288
577 PASIR RIS ST 53,pasir ris,0.264
744 PASIR RIS ST 71,pasir ris,1.64
745 PASIR RIS ST 71,pasir ris,1.634
753 PASIR RIS ST 71,pasir ris,1.708
763 PASIR RIS ST 71,pasir ris,1.697
720 PASIR RIS ST 72,pasir ris,1.73
721 PASIR RIS ST 72,pasir ris,1.717
725 PASIR RIS ST 72,pasir ris,1.747
141 PASIR RIS ST 11,tampines east,0.998
257 PASIR RIS ST 21,tampines east,1.573
602 ELIAS RD,pasir ris,0.743
607 ELIAS RD,pasir ris,0.845
643 PASIR RIS DR 10,pasir ris,1.363
647 PASIR RIS DR 10,pasir ris,1.284
645 PASIR RIS DR 10,pasir ris,1.411
651 PASIR RIS DR 10,pasir ris,1.395
459 PASIR RIS DR 4,pasir ris,1.176
152 PASIR RIS ST 13,tampines east,1.192
158 PASIR RIS ST 13,tampines east,1.266
241 PASIR RIS ST 21,pasir ris,1.454
243 PASIR RIS ST 21,pasir ris,1.533
245 PASIR RIS ST 21,pasir ris,1.545
249 PASIR RIS ST 21,pasir ris,1.589
251 PASIR RIS ST 21,pasir ris,1.491
218 PASIR RIS ST 21,pasir ris,1.404
204 PASIR RIS ST 21,tampines east,1.524
205 PASIR RIS ST 21,tampines east,1.51
209 PASIR RIS ST 21,tampines east,1.388
271 PASIR RIS ST 21,tampines east,1.478
465 PASIR RIS ST 41,pasir ris,1.032
509 PASIR RIS ST 52,pasir ris,0.663
500 PASIR RIS ST 52,pasir ris,0.498
582 PASIR RIS ST 53,pasir ris,0.37
712 PASIR RIS ST 72,pasir ris,1.602
713 PASIR RIS ST 72,pasir ris,1.65
714 PASIR RIS ST 72,pasir ris,1.685
715 PASIR RIS ST 72,pasir ris,1.752
717 PASIR RIS ST 72,pasir ris,1.764
418 PASIR RIS DR 6,pasir ris,0.583
111 PASIR RIS ST 11,pasir ris,0.964
466 PASIR RIS ST 41,pasir ris,0.983
537 PASIR RIS ST 51,pasir ris,0.371
585 PASIR RIS ST 53,pasir ris,0.341
84 C'WEALTH CL,commonwealth,0.186
81 C'WEALTH CL,commonwealth,0.279
82 C'WEALTH CL,commonwealth,0.308
62 C'WEALTH DR,commonwealth,0.463
65 C'WEALTH DR,commonwealth,0.363
38 TANGLIN HALT RD,commonwealth,0.558
41 TANGLIN HALT RD,commonwealth,0.477
34 TANGLIN HALT RD,commonwealth,0.633
36 TANGLIN HALT RD,commonwealth,0.579
35 TANGLIN HALT RD,commonwealth,0.606
20 DOVER CRES,buona vista,0.75
6 GHIM MOH RD,buona vista,0.599
4 GHIM MOH RD,buona vista,0.702
3 GHIM MOH RD,buona vista,0.631
2 GHIM MOH RD,buona vista,0.679
1 GHIM MOH RD,buona vista,0.734
11 GHIM MOH RD,buona vista,0.252
8 HOLLAND AVE,buona vista,0.448
9 HOLLAND AVE,buona vista,0.467
12 HOLLAND AVE,holland village,0.363
4 HOLLAND CL,holland village,0.482
32 HOLLAND CL,commonwealth,0.436
11 HOLLAND DR,dover,0.549
16 HOLLAND DR,dover,0.796
17 HOLLAND DR,dover,0.513
41 HOLLAND DR,buona vista,0.36
158 MEI LING ST,queenstown,0.416
161 MEI LING ST,queenstown,0.44
166 STIRLING RD,queenstown,0.595
5 DOVER CRES,one-north,0.718
87 C'WEALTH CL,commonwealth,0.268
86 C'WEALTH CL,commonwealth,0.244
85 C'WEALTH CL,commonwealth,0.214
96 C'WEALTH CRES,commonwealth,0.526
100 C'WEALTH CRES,commonwealth,0.67
60 C'WEALTH DR,commonwealth,0.489
